symptom_text,label
Plant shows yellow and curling. foliage turning needs urgent care,Tomato__Tomato_YellowLeaf__Curl_Virus
"Looks like no visible signs. generally healthy-looking leaves, getting worse",Tomato_healthy
Plant shows wilting leaf blades especially at night.,Tomato_Late_blight
"Could be rough, scaly patches and raised bumps on pepper foliage",Pepper__bell___Bacterial_spot
Wilting foliage especially at night.,Tomato_Late_blight
Plant shows powdery white layer covering leaves.,Tomato_Leaf_Mold
Coarse scaly patches and raised bumps on pepper foliage getting worse,Pepper__bell___Bacterial_spot
"Appears as shiny, smooth green leaves without damage.",Pepper__bell___healthy
"Shiny, glossy green leaves without damage. getting worse",Pepper__bell___healthy
"Seems to have wilting leaves, especially at night. needs urgent care",Tomato_Late_blight
Looks like yellow halos on potato leaves. small dark dots with,Potato___Early_blight
Plant shows potato leaves have no signs of infection.,Potato___healthy
Leaves turning yellow and shriveling could be serious,Tomato__Tomato_YellowLeaf__Curl_Virus
Leaf spots starting near sides expanding inward.,Tomato_Septoria_leaf_spot
Seems to have small dark spots with concentric rings. worth treating soon,Tomato_Early_blight
Tiny insects and webbing under leaves. getting worse,Tomato_Spider_mites_Two_spotted_spider_mite
Farmer says no signs of infection. potato leaves have,Potato___healthy
Definitely light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
Light green or mottled patches on young leaves. likely spreading fast,Tomato__Tomato_mosaic_virus
Appears as small dark spots with yellow halos on potato leaves.,Potato___Early_blight
"Leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Probably tiny insects and webbing under foliage getting worse,Tomato_Spider_mites_Two_spotted_spider_mite
Webbing under leaves. tiny insects and worth treating soon,Tomato_Spider_mites_Two_spotted_spider_mite
Could be webbing under foliage tiny insects and needs urgent care,Tomato_Spider_mites_Two_spotted_spider_mite
Could be small dark spots with concentric rings.,Tomato_Early_blight
Powdery white layer covering leaves. getting worse,Tomato_Leaf_Mold
"Soft, watery spots that quickly spread on potato leaves.",Potato___Late_blight
"Quickly spread on potato leaf blades soft, watery spots that worth treating soon",Potato___Late_blight
Light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
Seems to have light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
Generally healthy-looking leaf blades no visible signs.,Tomato_healthy
Leaves turning yellow and curling. likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
"Rough, scaly patches and raised bumps on pepper leaves. likely spreading fast",Pepper__bell___Bacterial_spot
Tiny insects and webbing under leaves. could be serious,Tomato_Spider_mites_Two_spotted_spider_mite
Appears as generally healthy-looking leaf blades no visible signs. could be serious,Tomato_healthy
"Plant shows rough, scaly patches and raised bumps on pepper leaves. worth treating soon",Pepper__bell___Bacterial_spot
"Rough, scaly patches and raised bumps on pepper leaves. worth treating soon",Pepper__bell___Bacterial_spot
Plant shows pale yellow and curling. leaves turning,Tomato__Tomato_YellowLeaf__Curl_Virus
"Plant shows wilting leaves, especially at night.",Tomato_Late_blight
Brown circular lesions with yellow halo. worth treating soon,Tomato_Bacterial_spot
Leaves turning yellow and curling. likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
Small dark patches with concentric rings. getting worse,Tomato_Early_blight
Definitely yellow and shriveling leaves turning,Tomato__Tomato_YellowLeaf__Curl_Virus
Farmer says delicate watery marks that quickly spread on potato foliage,Potato___Late_blight
Probably yellow halos on potato foliage small dark dots with,Potato___Early_blight
Raised bumps on pepper leaf blades coarse scaly patches and likely spreading fast,Pepper__bell___Bacterial_spot
Near sides expanding inward. leaf dots starting likely spreading fast,Tomato_Septoria_leaf_spot
Potato leaves have no signs of infection. worth treating soon,Potato___healthy
Webbing under leaf blades small insects and,Tomato_Spider_mites_Two_spotted_spider_mite
Faint yellow and curling. leaves turning,Tomato__Tomato_YellowLeaf__Curl_Virus
Looks like no signs of infection. potato leaves have,Potato___healthy
"Leaf spots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
"Generally healthy-looking leaves, no visible signs. worth treating soon",Tomato_healthy
Layer covering leaves. powdery white,Tomato_Leaf_Mold
Brown circular lesions with yellow halo.,Tomato_Bacterial_spot
Patches and decay. irregular brown needs urgent care,Tomato__Target_Spot
Could be with yellow halo. brown circular lesions worth treating soon,Tomato_Bacterial_spot
Dark brown circular lesions with yellow halo. worth treating soon,Tomato_Bacterial_spot
Farmer says yellowish halos on potato leaf blades small dark patches with could be serious,Potato___Early_blight
No signs of infection. potato foliage have,Potato___healthy
Looks like layer covering leaf blades powdery white,Tomato_Leaf_Mold
"Plant shows leaf marks starting near edges, expanding inward. needs urgent care",Tomato_Septoria_leaf_spot
Plant shows faint yellow and shriveling leaves turning could be serious,Tomato__Tomato_YellowLeaf__Curl_Virus
Probably brown circular lesions with yellow halo.,Tomato_Bacterial_spot
We noticed light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
Wilting leaf blades especially at night.,Tomato_Late_blight
Small dark marks with concentric rings. worth treating soon,Tomato_Early_blight
Brown circular lesions with yellow halo.,Tomato_Bacterial_spot
Yellow halos on potato leaves. small dark marks with likely spreading fast,Potato___Early_blight
Definitely tiny insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
Definitely coarse scaly patches and raised bumps on pepper leaves. worth treating soon,Pepper__bell___Bacterial_spot
Small dark patches with pale yellow halos on potato leaves. worth treating soon,Potato___Early_blight
Clearly light green or mottled patches on young leaves. could be serious,Tomato__Tomato_mosaic_virus
Definitely potato leaves have no signs of infection. needs urgent care,Potato___healthy
Light green or mottled patches on young leaf blades getting worse,Tomato__Tomato_mosaic_virus
Farmer says leaf blades turning yellowish and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
"Rough, scaly patches and raised bumps on pepper leaf blades",Pepper__bell___Bacterial_spot
"Wilting leaves, especially at night.",Tomato_Late_blight
Harsh scaly patches and raised bumps on pepper leaves. needs urgent care,Pepper__bell___Bacterial_spot
Irregular brown patches and decay. likely spreading fast,Tomato__Target_Spot
"Rough, scaly patches and raised bumps on pepper leaves.",Pepper__bell___Bacterial_spot
"Quickly spread on potato leaves. soft, watery spots that worth treating soon",Potato___Late_blight
Probably with yellow halo. brown circular lesions worth treating soon,Tomato_Bacterial_spot
Small dark spots with concentric rings.,Tomato_Early_blight
Potato leaf blades have no signs of infection.,Potato___healthy
"Leaf patches starting near edges, expanding inward. likely spreading fast",Tomato_Septoria_leaf_spot
Plant shows wilting foliage especially at night.,Tomato_Late_blight
Wilting leaf blades especially at night.,Tomato_Late_blight
We noticed yellow and curling. leaf blades turning,Tomato__Tomato_YellowLeaf__Curl_Virus
"Leaf spots starting near edges, expanding inward. likely spreading fast",Tomato_Septoria_leaf_spot
Webbing under leaves. tiny insects and could be serious,Tomato_Spider_mites_Two_spotted_spider_mite
Definitely with concentric rings. small dark spots worth treating soon,Tomato_Early_blight
"Shiny, smooth green leaves without damage.",Pepper__bell___healthy
Probably yellow and curling. foliage turning,Tomato__Tomato_YellowLeaf__Curl_Virus
"Near edges, expanding inward. leaf dots starting",Tomato_Septoria_leaf_spot
Appears as harsh scaly patches and raised bumps on pepper leaf blades worth treating soon,Pepper__bell___Bacterial_spot
Powdery white layer covering leaves.,Tomato_Leaf_Mold
Could be leaf blades turning pale yellow and curling. likely spreading fast,Tomato__Tomato_YellowLeaf__Curl_Virus
Irregular dark brown patches and decay. worth treating soon,Tomato__Target_Spot
Looks like small insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
"Leaf dots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Small dark dots with yellow halos on potato leaves.,Potato___Early_blight
"No visible signs. generally healthy-looking leaves, getting worse",Tomato_healthy
We noticed irregular brown patches and decay.,Tomato__Target_Spot
"Seems to have shiny, silky green leaves without damage. getting worse",Pepper__bell___healthy
Seems to have irregular brown patches and decay.,Tomato__Target_Spot
Clearly small dark marks with concentric rings. getting worse,Tomato_Early_blight
"Clearly near edges, expanding inward. leaf spots starting needs urgent care",Tomato_Septoria_leaf_spot
"Clearly leaf dots starting near edges, expanding inward.",Tomato_Septoria_leaf_spot
Plant shows leaves turning yellow and twisting worth treating soon,Tomato__Tomato_YellowLeaf__Curl_Virus
"Raised bumps on pepper leaves. rough, scaly patches and",Pepper__bell___Bacterial_spot
We noticed light green or mottled patches on young leaves. likely spreading fast,Tomato__Tomato_mosaic_virus
Appears as irregular dark brown patches and decay. needs urgent care,Tomato__Target_Spot
Definitely with yellow halo. brown circular lesions,Tomato_Bacterial_spot
"Seems to have rough, scaly patches and raised bumps on pepper leaves. likely spreading fast",Pepper__bell___Bacterial_spot
"Farmer says wilting leaves, especially at night. likely spreading fast",Tomato_Late_blight
Clearly with concentric rings. small dark spots needs urgent care,Tomato_Early_blight
"Seems to have wilting leaves, especially at night. getting worse",Tomato_Late_blight
Plant shows light green or mottled patches on young leaves. likely spreading fast,Tomato__Tomato_mosaic_virus
Appears as potato leaves have no signs of infection.,Potato___healthy
Patches and decay. irregular brown could be serious,Tomato__Target_Spot
Appears as light green or mottled patches on young foliage,Tomato__Tomato_mosaic_virus
Light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
Dark brown circular lesions with faint yellow halo. getting worse,Tomato_Bacterial_spot
With concentric rings. small dark patches,Tomato_Early_blight
"Raised bumps on pepper leaves. rough, scaly patches and",Pepper__bell___Bacterial_spot
Leaves turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Little insects and webbing under leaf blades,Tomato_Spider_mites_Two_spotted_spider_mite
Plant shows yellow and curling. leaves turning worth treating soon,Tomato__Tomato_YellowLeaf__Curl_Virus
Plant shows yellow halos on potato leaves. small dark marks with,Potato___Early_blight
"Appears as wilting leaves, especially at night.",Tomato_Late_blight
Seems to have with faint yellow halo. dark brown circular lesions,Tomato_Bacterial_spot
Appears as potato leaves have no signs of infection.,Potato___healthy
Definitely with concentric rings. small dark dots worth treating soon,Tomato_Early_blight
"Looks like shiny, smooth green leaves without damage.",Pepper__bell___healthy
Tiny insects and webbing under leaves. likely spreading fast,Tomato_Spider_mites_Two_spotted_spider_mite
Plant shows potato leaves have no signs of infection.,Potato___healthy
No signs of infection. potato foliage have,Potato___healthy
"Probably rough, scaly patches and raised bumps on pepper leaves.",Pepper__bell___Bacterial_spot
Little insects and webbing under leaf blades worth treating soon,Tomato_Spider_mites_Two_spotted_spider_mite
"No visible signs. generally healthy-looking leaves,",Tomato_healthy
Patches on young leaves. light green or mottled,Tomato__Tomato_mosaic_virus
We noticed small dark dots with concentric rings.,Tomato_Early_blight
Wilting foliage especially at night.,Tomato_Late_blight
Seems to have irregular brown patches and decay. likely spreading fast,Tomato__Target_Spot
"Shiny, silky green leaves without damage. needs urgent care",Pepper__bell___healthy
Definitely faint yellow and shriveling leaves turning,Tomato__Tomato_YellowLeaf__Curl_Virus
Powdery white layer covering leaf blades likely spreading fast,Tomato_Leaf_Mold
Irregular brown patches and decay. could be serious,Tomato__Target_Spot
Especially at night. wilting leaf blades,Tomato_Late_blight
"Looks like wilting leaves, especially at night.",Tomato_Late_blight
"Farmer says wilting leaves, especially at night. could be serious",Tomato_Late_blight
Could be powdery white layer covering foliage likely spreading fast,Tomato_Leaf_Mold
Tiny insects and webbing under leaf blades worth treating soon,Tomato_Spider_mites_Two_spotted_spider_mite
Plant shows tan circular lesions with faint yellow halo. could be serious,Tomato_Bacterial_spot
"Seems to have rough, scaly patches and raised bumps on pepper leaves.",Pepper__bell___Bacterial_spot
Small dark spots with concentric rings.,Tomato_Early_blight
Appears as webbing under leaves. tiny insects and could be serious,Tomato_Spider_mites_Two_spotted_spider_mite
"Leaf spots starting near edges, expanding inward. needs urgent care",Tomato_Septoria_leaf_spot
Potato leaves have no signs of infection.,Potato___healthy
"Appears as leaf blades without damage. shiny, smooth green could be serious",Pepper__bell___healthy
Appears as small dark spots with yellowish halos on potato foliage,Potato___Early_blight
We noticed tiny insects and webbing under leaves.,Tomato_Spider_mites_Two_spotted_spider_mite
Clearly powdery whitish layer covering leaves. could be serious,Tomato_Leaf_Mold
Patches and decay. irregular brown,Tomato__Target_Spot
Farmer says powdery white layer covering leaf blades getting worse,Tomato_Leaf_Mold
"Appears as quickly spread on potato leaves. soft, watery spots that",Potato___Late_blight
Webbing under foliage small insects and likely spreading fast,Tomato_Spider_mites_Two_spotted_spider_mite
Clearly powdery white layer covering leaves.,Tomato_Leaf_Mold
Small dark patches with concentric rings. worth treating soon,Tomato_Early_blight
Plant shows leaf marks starting near margins expanding inward. likely spreading fast,Tomato_Septoria_leaf_spot
"Leaf spots starting near edges, expanding inward. likely spreading fast",Tomato_Septoria_leaf_spot
Looks like brown circular lesions with faint yellow halo. could be serious,Tomato_Bacterial_spot
Clearly webbing under foliage small insects and,Tomato_Spider_mites_Two_spotted_spider_mite
"Farmer says wilting leaves, especially at night.",Tomato_Late_blight
Small insects and webbing under leaves. could be serious,Tomato_Spider_mites_Two_spotted_spider_mite
Probably potato leaves have no signs of infection.,Potato___healthy
Probably webbing under leaves. small insects and,Tomato_Spider_mites_Two_spotted_spider_mite
Looks like dark brown circular lesions with yellow halo. getting worse,Tomato_Bacterial_spot
"Shiny, smooth green foliage without damage.",Pepper__bell___healthy
Small dark dots with concentric rings. likely spreading fast,Tomato_Early_blight
"Seems to have leaves without damage. shiny, smooth green",Pepper__bell___healthy
Could be small dark spots with pale yellow halos on potato leaves. needs urgent care,Potato___Early_blight
Definitely powdery white layer covering foliage likely spreading fast,Tomato_Leaf_Mold
"Leaves without damage. shiny, glossy green could be serious",Pepper__bell___healthy
Definitely generally healthy-looking foliage no visible signs.,Tomato_healthy
Light green or mottled patches on young leaves.,Tomato__Tomato_mosaic_virus
Coarse scaly patches and raised bumps on pepper leaves. worth treating soon,Pepper__bell___Bacterial_spot
"Appears as quickly spread on potato leaves. soft, watery spots that worth treating soon",Potato___Late_blight
With concentric rings. small dark spots needs urgent care,Tomato_Early_blight
"Especially at night. wilting leaves, could be serious",Tomato_Late_blight
Irregular tan patches and decay. getting worse,Tomato__Target_Spot
Seems to have yellow halos on potato leaf blades small dark spots with,Potato___Early_blight
Irregular dark brown patches and decay. getting worse,Tomato__Target_Spot
Plant shows with concentric rings. small dark dots worth treating soon,Tomato_Early_blight
With concentric rings. small dark patches,Tomato_Early_blight
"Shiny, smooth green foliage without damage. getting worse",Pepper__bell___healthy
Leaves turning pale yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
We noticed small dark dots with concentric rings.,Tomato_Early_blight
"We noticed leaves without damage. shiny, smooth green",Pepper__bell___healthy
"Could be generally healthy-looking leaves, no visible signs. needs urgent care",Tomato_healthy
Tiny insects and webbing under leaves. needs urgent care,Tomato_Spider_mites_Two_spotted_spider_mite
Patches on young leaves. light green or mottled needs urgent care,Tomato__Tomato_mosaic_virus
Could be leaf marks starting near margins expanding inward. getting worse,Tomato_Septoria_leaf_spot
Plant shows no signs of infection. potato leaf blades have,Potato___healthy
"No visible signs. generally healthy-looking leaves, worth treating soon",Tomato_healthy
Brown circular lesions with pale yellow halo.,Tomato_Bacterial_spot
"Leaves without damage. shiny, smooth green worth treating soon",Pepper__bell___healthy
"Raised bumps on pepper leaves. rough, scaly patches and",Pepper__bell___Bacterial_spot
Delicate watery spots that quickly spread on potato leaves. getting worse,Potato___Late_blight
Webbing under leaves. tiny insects and likely spreading fast,Tomato_Spider_mites_Two_spotted_spider_mite
Leaf spots starting near sides expanding inward. likely spreading fast,Tomato_Septoria_leaf_spot
Could be generally healthy-looking leaf blades no visible signs. needs urgent care,Tomato_healthy
Appears as small dark spots with pale yellow halos on potato leaves. likely spreading fast,Potato___Early_blight
Leaf blades turning pale yellow and twisting getting worse,Tomato__Tomato_YellowLeaf__Curl_Virus
"Plant shows especially at night. wilting leaves,",Tomato_Late_blight
Patches on young foliage light green or mottled,Tomato__Tomato_mosaic_virus
"Soft, watery spots that quickly spread on potato leaves.",Potato___Late_blight
Farmer says small dark marks with yellowish halos on potato leaves.,Potato___Early_blight
"Generally healthy-looking leaves, no visible signs. needs urgent care",Tomato_healthy
"Foliage without damage. shiny, silky green",Pepper__bell___healthy
"Seems to have wilting leaves, especially at night.",Tomato_Late_blight
Generally healthy-looking leaf blades no visible signs. needs urgent care,Tomato_healthy
Leaves turning yellow and curling.,Tomato__Tomato_YellowLeaf__Curl_Virus
Farmer says tan circular lesions with yellow halo.,Tomato_Bacterial_spot
